,customerid,bank_account_type,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,age,village,state,county
3107,8a858966538deb19015392224ebd20b4,Other,Diamond Bank,,Self-Employed,Graduate,31.0,,Anambra,Awka South
3108,8a858ee25b874ecc015b8a4d26917f4c,Savings,FCMB,,Permanent,,43.0,,Federal Capital Territory,Municipal Area Council
3109,8a858f255ca276c5015ca67eb9b05780,Savings,Zenith Bank,,Permanent,,34.0,,Federal Capital Territory,Municipal Area Council
3110,8a858f435aa9712e015aaa0bc4f46db1,Savings,Access Bank,,,,30.0,,Enugu,Enugu South
3111,8a858f9d5c8779e7015c87d0c6db38fd,Savings,FCMB,,Permanent,,36.0,,Lagos,Apapa
3112,8a858f4156939c3c01569d232cbd5024,Other,Zenith Bank,,Self-Employed,,45.0,Agbowa,Lagos,
3113,8a8589c1545181f30154735d98f93955,Other,GT Bank,,Permanent,Graduate,36.0,Ilado,Lagos,Eti Osa
3114,8a858e195af64338015af6bc45ef5aef,Savings,GT Bank,,Permanent,,42.0,,Lagos,Kosofe
3115,8a858efa5c646292015c789e1aa9260a,Savings,Access Bank,,,,44.0,,Nasarawa,Karu
3116,8a858e8457f7a42a0157fff1ed9d0929,Other,Access Bank,,Permanent,Graduate,32.0,,Federal Capital Territory,Municipal Area Council
3117,8a858eef5554890501556cf996a2495a,Savings,Access Bank,,Permanent,Graduate,43.0,Oteyi,Ogun,Ewekoro
3118,8a858ed45bc9a645015bcb3187b8543c,Savings,UBA,,Permanent,,34.0,,Kwara,Ilorin West
3119,8a858f4156939c3c0156a2957b34644c,Other,GT Bank,,Permanent,,34.0,,Lagos,
3120,8a858fd4597cf42201597eded8940f3b,Savings,Diamond Bank,,Permanent,,42.0,,Lagos,Apapa
3121,8a3442825124396701513514dad40fa7,Other,First Bank,ADEOLA HOPEWELL,Permanent,Graduate,36.0,,Lagos,Kosofe
3122,8a858f2c58dc6e680158e4e62c3b0ccd,Savings,First Bank,,Permanent,,33.0,,Lagos,Alimosho
3123,8a858e885c63d379015c6a56ebaf33b1,Savings,Diamond Bank,,Permanent,,46.0,Wasimi Ojokoro,Lagos,Ifako/Ijaye
3124,8a858e6359a764180159a7e46f8f1da6,Savings,Access Bank,,Permanent,,40.0,,Kaduna,Chikun
3125,8a858ea45c109201015c10d210791b14,Savings,GT Bank,,Permanent,,36.0,Alalubosa,Oyo,Ibadan South West
3126,8a858e325b3e903a015b3e9a2fba0b3e,Savings,Stanbic IBTC,,Permanent,,35.0,Igbosere,Lagos,Eti Osa
3127,8a858fd55b1aae2e015b1bc0d49773ae,Savings,GT Bank,,Permanent,,30.0,Ojota,Lagos,Kosofe
3128,8a858e205c21d53a015c326a63a866a2,Savings,GT Bank,,,,37.0,Obor,Abia,Aba North
3129,8a858e105bd92644015bd94c80a90e1b,Savings,Skye Bank,,Permanent,,46.0,,Ogun,Abeokuta South
3130,8a858f215d2d2890015d30d3817d477e,Savings,First Bank,,,,33.0,Alausa,Lagos,Ikeja
3131,8a858e9e579558b6015795d6a68f473c,Other,First Bank,,Student,Graduate,27.0,Aroye,Oyo,Ona Ara
3132,8a858ee75a1db75f015a1df3eb031cf7,Savings,GT Bank,,Permanent,,45.0,Apese,Lagos,Eti Osa
3133,8a858fcd5bd42c30015bd525a0e34e8e,Savings,First Bank,,Permanent,,41.0,Sango,Oyo,Ibadan North
3134,8a858f3b59eed4f10159ef5f8a814a34,Savings,Access Bank,,Permanent,,46.0,Aguntoye,Ogun,
3135,8a858ed55c5f1965015c623223f50a2c,Savings,Access Bank,,Permanent,,34.0,,Lagos,Ikeja
3136,8a858e785c8d9167015c9b45028c148d,Savings,First Bank,,Permanent,,49.0,,Rivers,
3137,8a858fa154daefc00154df6b9c792ca8,Other,EcoBank,,Self-Employed,,36.0,,Abia,Umuahia North
3138,8a858e625c8d993a015c91eb86343292,Savings,Zenith Bank,,,,37.0,,Federal Capital Territory,Municipal Area Council
3139,8a858fc45c5f93be015c5fd6a7c91478,Savings,Access Bank,,Permanent,,37.0,Itire,Lagos,Surulere
3140,8a85895354be33300154c4e81edf0dd7,Savings,Skye Bank,OREGUN,Permanent,Post-Graduate,33.0,,Lagos,Ikeja
3141,8a858e135cb22031015cb7c7290c7eef,Savings,GT Bank,,Permanent,,37.0,Obia,Rivers,Obio/Akpor
3142,8a858e7d5b591490015b5c04c76a11fe,Savings,Diamond Bank,,Permanent,,36.0,Ishawo,Lagos,
3143,8a858e5555780ea001557c46f2c91d97,Savings,Zenith Bank,,Permanent,,42.0,,Federal Capital Territory,Municipal Area Council
3144,8a858edc5c7e7da5015c7f9b70d72be9,Savings,GT Bank,,Permanent,,42.0,Awjaw,Lagos,Ojo
3145,8a858fff5a28d297015a33bc2e845305,Savings,Union Bank,,Permanent,,42.0,Dobu,Rivers,
3146,8a858f105a4ed440015a50ce2f89452f,Savings,Access Bank,,,,38.0,Ikot Ekpe,Akwa Ibom,
3147,8a8588fd53c244bc0153c72ed1924a60,Savings,Zenith Bank,,Permanent,,29.0,,Federal Capital Territory,Municipal Area Council
3148,8a858f4156939c3c0156b3061f4d69cf,Other,GT Bank,,Self-Employed,,40.0,,Kwara,Moro
3149,8a858f965c6950da015c7b2cefaf445f,Savings,GT Bank,,,,42.0,Ishersi,Ogun,Ifo
3150,8a858fc159db69c40159dbabde1a2167,Savings,GT Bank,,Permanent,,38.0,Ijesha-Tedo,Lagos,Surulere
3151,8a858ffc5b1f07ee015b1f4c95a13b04,Savings,First Bank,,Permanent,,32.0,Aqani,Lagos,Surulere
3152,8a858faf5a28ca05015a2952bc3f2e86,Savings,GT Bank,,Permanent,,43.0,,Oyo,Ibadan North East
3153,8a858f0b5d36a8e1015d36cd984b1990,Current,Stanbic IBTC,,Permanent,,52.0,,Lagos,Oshodi/Isolo
3154,8a858f045bb63525015bbfc1e9654aba,Savings,GT Bank,,Permanent,,36.0,Idimu,Lagos,Alimosho
3155,8a858f6459b6456d0159b69978f22bed,Savings,EcoBank,,Permanent,,33.0,Aso,Federal Capital Territory,Municipal Area Council
3156,8a858f335cd0c78e015cd44b20b736c0,Savings,Stanbic IBTC,,Permanent,,44.0,,Lagos,Eti Osa
3157,8a858fb65b2020b2015b205fe7a63993,Savings,GT Bank,,Permanent,,36.0,Ishaga,Lagos,Oshodi/Isolo
3158,8a858ff85bd93919015bdab43d435d04,Savings,GT Bank,,Permanent,,33.0,Itire,Lagos,Surulere
3159,8a858ee65be8d42d015beb69b0bc72aa,Savings,Access Bank,,Permanent,,36.0,,Ondo,Akure South
3160,8a85896653f0fed201540473a34c058b,Savings,GT Bank,,Permanent,Graduate,33.0,Opamore,Lagos,Kosofe
3161,8a858e2c5b80de3f015b80e8045204ef,Savings,Stanbic IBTC,,Permanent,,40.0,Shangisha,Lagos,Kosofe
3162,8a85888c548fb3d501549748043c4fc2,Savings,First Bank,,Permanent,,33.0,Mafoluku Area,Lagos,Oshodi/Isolo
3163,8a858ec25a422913015a426c5d902a9c,Savings,Zenith Bank,,Permanent,,37.0,Losi,Lagos,
3164,8a858ec05aa3fb9e015aa4d476dd4a29,Savings,GT Bank,,Permanent,,36.0,,Lagos,Ikeja
3165,8a85889853f0fbaa01540444629832e2,Savings,GT Bank,,Self-Employed,Graduate,37.0,,Delta,Oshimili North
3166,8a858e935b496584015b49b68b7a2343,Savings,Access Bank,,Student,,28.0,Shogunle,Lagos,Oshodi/Isolo
3167,8a858f9d565c0059015663fdde19510e,Savings,GT Bank,,Permanent,,30.0,Molekere,Ogun,
3168,8a858eda5c8863ff015c97c9d3a9122a,Savings,Access Bank,,Permanent,,42.0,AlakIa,Oyo,Egbeda
3169,8a858ed35cc5ce51015cc60f40f522b4,Savings,GT Bank,,Permanent,,38.0,Akessan,Lagos,Alimosho
3170,8a858fcc5cf4a563015cf4d7285a1700,Savings,GT Bank,,,,32.0,,Lagos,Amuwo Odofin
3171,8a858e1d5c5a460c015c5a7896251633,Savings,GT Bank,,Permanent,,42.0,,Kwara,Ilorin East
3172,8a858fe756939bbb0156b1970aae339a,Other,First Bank,,Permanent,Graduate,59.0,,Federal Capital Territory,Municipal Area Council
3173,8a858f97594ab63d01594b8df02243c0,Savings,GT Bank,,,,42.0,Isheri-Olofin,Lagos,Alimosho
3174,8a858e6f5668e017015670fc49be1dc7,Savings,First Bank,,Self-Employed,Post-Graduate,48.0,,Delta,
3175,8a85896f5345dcb801534ce82d2d0e99,Other,First Bank,,Permanent,,43.0,Onihale,Ogun,Ifo
3176,8a858fc15b68ba6a015b77dc3edd5df5,Savings,Access Bank,,Permanent,,36.0,,Lagos,Kosofe
3177,8a858f1955b1c4df0155ce9b2e35046b,Savings,Access Bank,,Permanent,,32.0,Mawere,Ogun,Ifo
3178,8a858f185c884965015c884afd9000c9,Savings,GT Bank,,Permanent,,57.0,Aubriaria,Edo,Ikpoba-Okha
3179,8a858eba5c884d2a015c9c11f8233e98,Savings,Fidelity Bank,,Permanent,,28.0,Ilado,Lagos,Apapa
3180,8a858f365b2547f3015b32c34eed3f93,Savings,UBA,,Permanent,,37.0,Balogun,Ogun,Yewa North
3181,8a858fa95b631878015b6361346f403a,Savings,Stanbic IBTC,,Permanent,,41.0,Ekodel,Edo,Uhunmwonde
3182,8a858f0d5a859ac0015a85b7eed311de,Savings,Access Bank,,Permanent,,39.0,Orogbum,Rivers,
3183,8a858f00590ac4e7015941db231908f6,Savings,FCMB,,,,44.0,,Ogun,Ado Odo/Ota
3184,8a8588f35438fe1201544cc7b44c5650,Savings,GT Bank,,Permanent,Graduate,37.0,Ajah,Lagos,Eti Osa
3185,8a858e105bd92644015be699d91214f3,Savings,GT Bank,,Permanent,,36.0,Coker,Lagos,Ifako/Ijaye
3186,8a858e36590808e3015946ced00e5b34,Savings,First Bank,,Permanent,,34.0,,Lagos,Apapa
3187,8a858fee5863a0490158690536734bb3,Savings,GT Bank,,Permanent,,34.0,Igando,Lagos,Alimosho
3188,8a858fff5a36fe68015a37f8550a02a2,Savings,First Bank,,Permanent,,35.0,Ogoyo,Lagos,Eti Osa
3189,8a858ffa55ca72a50155d8966d3b75eb,Savings,Access Bank,,Permanent,,33.0,,Abia,Aba South
3190,8a858fd35b5dfefb015b5e006c1300fe,Savings,First Bank,,Permanent,,57.0,Onigbongbo,Lagos,Ikeja
3191,8a858f005a04ae6e015a1010b91f643f,Savings,Sterling Bank,,,,39.0,Alaiyabiagba,Lagos,Ajeromi/Ifelodun
3192,8a858e6c5c88d145015c89430ef61a5d,Savings,UBA,,Permanent,,31.0,Coker,Lagos,Ifako/Ijaye
3193,8a858e675b00c831015b04414db70f3f,Savings,GT Bank,,Permanent,,33.0,,Federal Capital Territory,Gwagwalada
3194,8a858ed45c454c11015c57f3d8154215,Savings,GT Bank,,Permanent,,28.0,,Delta,
3195,8a858e6b5ccb6ea8015cd03740010fff,Savings,First Bank,,Student,,27.0,,Osun,Irewole
3196,8a858ed45c454c11015c4dc59100572d,Savings,GT Bank,,Permanent,,38.0,George,Lagos,Ikeja
3197,8a858f745b4891fd015b48b63bcd3269,Savings,Fidelity Bank,,,,47.0,Ajah,Lagos,Eti Osa
3198,8a858f4b55df0f530155df6f850e26c8,Other,First Bank,,Permanent,,59.0,Amarata,Bayelsa,
3199,8a858e0a5668e69c0156831b8a43116f,Other,EcoBank,,Unemployed,,30.0,Osheshe,Ogun,Obafemi Owode
3200,8a858959537a097401537a4e316e25f7,Savings,First Bank,,Permanent,,36.0,Atan,Lagos,Alimosho
3201,8a858e7d5cb1162b015cb12df2e71466,Savings,GT Bank,,,,40.0,Iguosa,Edo,Ovia North-East
3202,8a858f5e5566567d01556c3e3c342d60,Other,UBA,,Permanent,,36.0,Sangotedo,Lagos,Eti Osa
3203,8a858fe8586deed301586f1b2e7d41f2,Savings,Access Bank,,Permanent,,44.0,Fatade,Lagos,Alimosho
3204,8a8588f8541e11db01542a1ef37c7f27,Other,GT Bank,,Self-Employed,,31.0,Ajegunle,Lagos,Alimosho
3205,8a858fe55b013a0b015b041bc1fb418b,Savings,UBA,,,,44.0,,Delta,
3206,8a858fae5921beeb015926d404124f7e,Savings,First Bank,,Permanent,,36.0,,Kaduna,Kaduna North
3207,8a858e575cf89b61015cf8b4bb1b0d8c,Savings,First Bank,,Permanent,,38.0,Yaba,Lagos,Lagos Mainland
3208,8a858ec95afc0922015b0a6d75655b14,Savings,GT Bank,,Permanent,,34.0,Libowu,Lagos,Ifako/Ijaye
3209,8a858f0a5bf3716c015bf6a959052817,Savings,FCMB,,,,34.0,,Oyo,Ibadan North
3210,8a858fb75b5894aa015b589fd7720a85,Savings,First Bank,,Permanent,,30.0,Jikoyi,Federal Capital Territory,Municipal Area Council
3211,8a858ec9590ad35d015916ee532c7731,Savings,GT Bank,,,,34.0,Iwaya,Lagos,Lagos Mainland
3212,8a858f665c45930d015c509928b92f50,Savings,Diamond Bank,,,,30.0,,Osun,Ede North
3213,8a858f675c1c43bc015c1c63d07b0af4,Savings,GT Bank,,Permanent,,42.0,Ogboyoko,Edo,Egor
3214,8a858fbf5b3a0b46015b3b03ff5567df,Savings,First Bank,,,,36.0,Olasore,Lagos,Alimosho
3215,8a858fa75b5c94ed015b5ca7267d13f2,Savings,First Bank,,Permanent,,33.0,,Ekiti,
3216,8a858e225c404292015c409a09261363,Savings,GT Bank,,Permanent,,44.0,Bale-Akiosi,Ogun,Ifo
3217,8a858eaa5bed957a015bed9d7eae048b,Savings,GT Bank,,,,47.0,Owoye,Ogun,Ado Odo/Ota
3218,8a858f505ca7b434015cab44ff13392a,Savings,EcoBank,,Permanent,,33.0,,Lagos,Mushin
3219,8a858fcc59022384015902be7c522747,Current,Access Bank,,Permanent,,44.0,Ojomu,Lagos,Eti Osa
3220,8a858f525ba5119c015ba537934b100e,Savings,GT Bank,,Permanent,,50.0,,Oyo,Egbeda
3221,8a8588fd53e054170153e174e0b258ba,Other,First Bank,,Permanent,,40.0,,Lagos,Lagos Island
3222,8a858ee75a191ef8015a19ffa6b762f0,Savings,Zenith Bank,,,,38.0,Ijapo,Ogun,Abeokuta South
3223,8a858f0659ac58ce0159aca380b1374f,Savings,Fidelity Bank,,,,38.0,Jagun Elesin,Oyo,Ona Ara
3224,8a858f9f5bd99987015be272e251115c,Savings,Zenith Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
3225,8a858e6e55c554c20155d574b4596645,Other,Diamond Bank,,Permanent,,31.0,,Federal Capital Territory,Municipal Area Council
3226,8a858e6a5c829229015c8301076c4187,Savings,UBA,,Permanent,,35.0,,Lagos,Surulere
3227,8a858f915b90250b015b904dd80c1f25,Savings,Sterling Bank,,Permanent,,39.0,,Ondo,Akure South
3228,8a858fb95bd896cc015bd8c417311b6c,Savings,GT Bank,,Permanent,,34.0,,Lagos,Ikeja
3229,8a858e4b5a94ae68015a9ed1b2e56376,Savings,First Bank,,Permanent,,37.0,Egbe,Lagos,Alimosho
3230,8a858e885ab85d06015ab89b8b3e2f1b,Savings,Stanbic IBTC,,Permanent,,37.0,Itirin,Lagos,Eti Osa
3231,8a858fab5b9105dc015b96ba29ad301e,Savings,GT Bank,,Permanent,,42.0,,Kwara,Ilorin East
3232,8a858f5e5cf45779015cf48983d61ef2,Savings,Zenith Bank,,Permanent,,34.0,Itirin,Lagos,Eti Osa
3233,8a858ea555d9e6020155ed7936d6469b,Other,GT Bank,,Permanent,,38.0,,Lagos,Alimosho
3234,8a858eda5c8863ff015c9d9e30427a65,Savings,First Bank,,Permanent,,41.0,Agunfoye,Lagos,
3235,8a858e685acda506015acee39e45493b,Savings,GT Bank,,Permanent,,32.0,Sango,Oyo,Ibadan North
3236,8a858e955add2971015ae6ef9a655863,Savings,Access Bank,,,,38.0,,Osun,Ife East
3237,8a858e945bfdb9e7015c040d93016282,Savings,Fidelity Bank,,,,41.0,Obanikoro,Lagos,Shomolu
3238,8a858e6f5cd5e874015ce14db0643f8c,Savings,Zenith Bank,,,,43.0,Oke-Aro,Ogun,Ifo
3239,8a858f305c8dd672015c9246679f1d31,Savings,GT Bank,,,,40.0,Ashipa,Lagos,Alimosho
3240,8a858f6858860440015891d0a7824f30,Current,Stanbic IBTC,,Permanent,,35.0,,Kwara,Ilorin West
3241,8a858f965c6950da015c71e45ad97236,Savings,GT Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
3242,8a858f10579ff4360157a35217644d8d,Other,GT Bank,,Unemployed,,34.0,Birshi,Bauchi,
3243,8a858fd85b685607015b7c676ce10c40,Savings,GT Bank,,Permanent,,35.0,,Lagos,Agege
3244,8a858f985bee01cb015befa895cd7226,Savings,Access Bank,,Unemployed,,39.0,,Oyo,Ibadan North
3245,8a858e625c8d993a015c91c4ee862bc9,Savings,GT Bank,,Permanent,,40.0,Ilade,Lagos,
3246,8a858f665c2142a0015c2bdbe404659a,Savings,GT Bank,,Permanent,,43.0,,Lagos,Lagos Island
3247,8a8588f853b1b2d40153b9792c2a3ace,Other,GT Bank,,Permanent,Post-Graduate,43.0,Opamore,Lagos,Kosofe
3248,8a858eb95b8c2f6e015b900548676660,Savings,GT Bank,,Permanent,,27.0,,Ondo,Akure South
3249,8a858e5c5c361f7d015c398156ef666a,Savings,First Bank,,Permanent,,58.0,,Niger,Chanchaga
3250,8a858ff9580b8812015820412a203a63,Savings,First Bank,,Permanent,Graduate,36.0,,Lagos,Alimosho
3251,8a858f2b5998268e0159a1bb02794eb9,Savings,GT Bank,,Permanent,,38.0,,Delta,Oshimili South
3252,8a858ed158f3044d0158f9d167153599,Savings,First Bank,,Permanent,,44.0,Obogoro,Bayelsa,
3253,8a858ed75bb64559015bbf81e3632d56,Savings,Unity Bank,,Permanent,,36.0,,Bayelsa,Sagbama
3254,8a858fc159db69c40159df5366b93d96,Savings,First Bank,,Permanent,,41.0,Ashata,Federal Capital Territory,Municipal Area Council
3255,8a858f9a5b33cc48015b3405c30f3d7b,Savings,Zenith Bank,,Permanent,,40.0,,Federal Capital Territory,Municipal Area Council
3256,8a858f78550ba104015511a5d2a42485,Savings,GT Bank,,Permanent,,38.0,,Oyo,Ibadan North East
3257,8a858f365c83961c015c8712fd380b89,Savings,First Bank,,Permanent,,38.0,Itire,Lagos,Surulere
3258,8a858f61560bc0e501560fb03225566a,Other,GT Bank,,Self-Employed,,35.0,,Delta,Oshimili South
3259,8a858f5659cb44e30159cc84750858ab,Savings,GT Bank,,Permanent,,43.0,Iponri,Lagos,Surulere
3260,8a858e51584a1fc701584a2d9653035b,Savings,UBA,,Permanent,Secondary,42.0,Abule-Eko,Lagos,
3261,8a858f0b5ce95a85015cea02c2256301,Savings,EcoBank,,Permanent,,31.0,Aro,Ogun,Abeokuta South
3262,8a858f2c58dc6e6801590636eb703b40,Savings,GT Bank,,Permanent,,38.0,Kobiowo,Oyo,Ona Ara
3263,8a858f665c2142a0015c30eb258f3d74,Savings,GT Bank,,Permanent,,35.0,,Ondo,Akure South
3264,8a858ec75bfd77c4015bfda9291a0e1e,Savings,EcoBank,,Permanent,,43.0,Dorayi Babba,Kano,Gwale
3265,8a858ffb5d3cbcfc015d3d499c1838a2,Current,Stanbic IBTC,,Permanent,,39.0,Otuocha Aguleri,Anambra,Anambra East
3266,8a858ec95aa3cc45015aa531200a7925,Savings,First Bank,,Permanent,,48.0,,Federal Capital Territory,Municipal Area Council
3267,8a8589ac53a4303e0153a8be7be02653,Other,GT Bank,,Student,Post-Graduate,34.0,Osheshe,Ogun,Obafemi Owode
3268,8a8588bf54c8eab60154c9226d7917e7,Other,Diamond Bank,,Permanent,,34.0,,Oyo,Ibadan South West
3269,8a858e725c3ae262015c44c29be41a95,Savings,GT Bank,,Permanent,,36.0,Ishawo,Lagos,
3270,8a858e5b5ca767e1015caa30f3125abc,Savings,Access Bank,,Permanent,,37.0,,Arkansas,Saline County
3271,8a858e785acd3412015acd7bdec42d4f,Savings,GT Bank,,Permanent,,30.0,Loburo,Ogun,Obafemi Owode
3272,8a858e165b90faf9015b9654b6e01bdd,Savings,GT Bank,,Permanent,,35.0,Ajibade,Lagos,Ibeju Lekki
3273,8a858f3d5ab81f53015ab8334351169b,Savings,GT Bank,,Permanent,,51.0,,Lagos,Oshodi/Isolo
3274,8a858e705b3a03c7015b3cbf6832164c,Savings,GT Bank,,,,43.0,,Edo,Oredo
3275,8a858ffa55ca72a50155d9a6e8a257c4,Other,Access Bank,,Permanent,Graduate,49.0,Isolo,Lagos,Oshodi/Isolo
3276,8a858ed55c63db54015c74f23c2b37f7,Savings,GT Bank,,Student,,30.0,Oshodi,Lagos,Oshodi/Isolo
3277,8a858ed1594a282f0159559953d13d0e,Savings,GT Bank,,Permanent,,29.0,Agbon,Ogun,Ewekoro
3278,8a8588fd53f1099e0153ff88e0b16f21,Other,GT Bank,,Self-Employed,,39.0,,Oyo,Lagelu
3279,8a858e1c5bab1191015bb3064eba3de3,Savings,GT Bank,,Permanent,,37.0,,Ogun,Abeokuta South
3280,8a858e8a5c1c14b8015c2068cc9d6428,Savings,UBA,,Permanent,,33.0,,Lagos,Ikeja
3281,8a858fb0582a54ba01582d4dfcd567ee,Savings,FCMB,,Permanent,,38.0,Okolobiri,Bayelsa,
3282,8a858ece5862630201586465cc5f32eb,Savings,UBA,,Permanent,,35.0,George,Lagos,Ikeja
3283,8a858f245a4cde1e015a4e6271fd6c46,Savings,First Bank,,Permanent,,38.0,,Kwara,Ilorin South
3284,8a858f5c5ad7d927015ad8d3ea7b5cca,Savings,GT Bank,,,,41.0,Ekoro,Lagos,Alimosho
3285,8a858f3d5bfc954e015bfca997410d79,Savings,GT Bank,,Permanent,,45.0,Eggan,Lagos,Alimosho
3286,8a858f295c8d307f015c9e91e5212689,Savings,GT Bank,,Permanent,,37.0,,Osun,Ede North
3287,8a858e135c78e673015c79070e9a0d98,Savings,GT Bank,,,,45.0,Shangisha,Lagos,Kosofe
3288,8a858ed45c454c11015c520ab8602f15,Savings,GT Bank,,Student,,38.0,Iwaya,Lagos,Lagos Mainland
3289,8a858faa5cf9a4f6015cf9efe1a92e72,Savings,Zenith Bank,,Permanent,,39.0,,Lagos,Ikeja
3290,8a858eee58c2b6220158cf02650a326d,Savings,Wema Bank,,Permanent,,30.0,,Ogun,Ifo
3291,8a858e9f5b8a8db1015b8a91d6a3058c,Savings,First Bank,,Permanent,,33.0,Ineme-Ekpe,Edo,Akoko-Edo
3292,8a858e135c7e2eec015c81c27f791ff7,Savings,GT Bank,,Permanent,,39.0,Oke,Lagos,
3293,8a858fe25b8c4e5c015b8f61faf34239,Savings,First Bank,,Permanent,,36.0,Ofin,Ekiti,
3294,8a858f675b8b8df9015b8bb25ccf1d0a,Savings,Stanbic IBTC,,Permanent,,32.0,,Kwara,Ilorin East
3295,8a858fab5cd5e1a7015ce02279e639a8,Savings,Access Bank,,Permanent,,37.0,,Ogun,Abeokuta South
3296,8a858fd25c5a5bc7015c5e0441fb4bfa,Savings,Zenith Bank,,Permanent,,42.0,Balogun,Oyo,Akinyele
3297,8a858e1556321b940156558c236d45af,Other,GT Bank,,Self-Employed,Graduate,36.0,,Kaduna,Kaduna North
3298,8a858ef7599330e0015993a222542644,Savings,GT Bank,,Permanent,,49.0,Igbo,Lagos,Eti Osa
3299,8a858e685c174778015c17b6dcd62495,Savings,GT Bank,,Permanent,,40.0,,Oyo,Ibadan South West
3300,8a858e5357d823010157e0abedca5874,Other,GT Bank,,Student,,32.0,,Federal Capital Territory,Municipal Area Council
3301,8a858ec15b483ae3015b485358b30f89,Savings,Access Bank,,Permanent,,33.0,Eiye Nkorin,Kwara,Asa
3302,8a858eda5c8863ff015c9dead65807bb,Savings,Access Bank,,Permanent,,36.0,,Oyo,Ibadan North
3303,8a858fbb54ccb33c0154ce053f285f12,Other,First Bank,,Permanent,Secondary,44.0,Ojomu,Lagos,Eti Osa
3304,8a858fc75cd62882015ce9fe176d7837,Savings,GT Bank,,Student,,32.0,Isheri-Olofin,Lagos,Alimosho
3305,8a858f585bfd6341015c03694f85158f,Savings,Access Bank,,Permanent,,37.0,Oku,Akwa Ibom,
3306,8a8589a453bc422d0153c7d352751565,Savings,EcoBank,,Permanent,Secondary,32.0,Kadébadi,Tahoua,Birni N'Konni
3307,8a85896653e2e18b0153effd7a871a0e,Other,GT Bank,,Permanent,Graduate,34.0,Olode,Oyo,Egbeda
3308,8a858e3e5b3ee747015b3f0409012b7f,Savings,Fidelity Bank,,Permanent,,37.0,,Anambra,Onitsha North
3309,8a858f415ba54724015ba5a9cabc39a7,Savings,First Bank,,Permanent,,32.0,,Lagos,Shomolu
3310,8a858e645755e62201576b58e3522081,Other,UBA,,Permanent,,41.0,Igbobi,Lagos,Shomolu
3311,8a858e005c2154c2015c2fb72f1e0b51,Current,Zenith Bank,,Permanent,,44.0,Iju,Ogun,Ifo
3312,8a858eb55cf45581015cf47853d613db,Savings,First Bank,,Permanent,,43.0,,Oyo,Ibadan North
3313,8a858f30551130db01551abab6480371,Other,Access Bank,,Permanent,,45.0,,Lagos,Alimosho
3314,8a858eaf5b617c94015b6194555e10a2,Savings,FCMB,,Permanent,,43.0,,Federal Capital Territory,Municipal Area Council
3315,8a85884e54a0565b0154ba3fa6c72e7e,Other,Sterling Bank,,Permanent,Graduate,45.0,,Rivers,
3316,8a858e215c7de5f2015c815830051943,Savings,Stanbic IBTC,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
3317,8a858f1f5c59cd91015c5e1125d80a5c,Savings,Stanbic IBTC,,,,50.0,Garki,Federal Capital Territory,Municipal Area Council
3318,8a858e59569397d501569767f9776c1f,Savings,Access Bank,,Permanent,,50.0,Olasore,Lagos,Alimosho
3319,8a858ff554e290e10154f162ddb81445,Other,Access Bank,,Permanent,,36.0,,Lagos,Kosofe
3320,8a858fff57d1af5d0157dc5a2dfc44bc,Other,First Bank,,Self-Employed,Graduate,41.0,Gege,Oyo,Ido
3321,8a858e6a5bfd4b54015c0f505e0043b5,Savings,First Bank,,Permanent,,33.0,Galadimawa,Federal Capital Territory,Municipal Area Council
3322,8a858f5e5cb23c77015cbe8aa980248c,Savings,UBA,,,,41.0,,Kwara,Ilorin South
3323,8a858e945bfdb9e7015c07e29b6e24ba,Savings,First Bank,,Permanent,,39.0,Oke Ogun,Kwara,Ilorin East
3324,8a858f1358d4ac270158d995e64634b8,Savings,UBA,,,,33.0,Esuk Oron,Akwa Ibom,
3325,8a858e175a3d3d78015a3e14a81844a2,Savings,First Bank,,Permanent,,36.0,Odigbo,Ondo,Odigbo
3326,8a858e4b5a94ae68015aa0a805c10a1a,Savings,GT Bank,,Permanent,,39.0,,Kano,Nassarawa
3327,8a858e0b5cfa2028015cfe1927380b99,Savings,First Bank,,Permanent,,41.0,Erunwon,Ogun,
3328,8a858e0f58afbace0158cb199b892d2d,Savings,GT Bank,,Permanent,,33.0,,Kwara,
3329,8a858faa56dffac60156fe48a78656b9,Savings,GT Bank,,,,47.0,Pakoto,Ogun,Ifo
3330,8a85898a53bc15600153cb8e38ae2c5f,Savings,GT Bank,,Permanent,Graduate,36.0,,Enugu,
3331,8a858f425b85835d015b85bfe40538db,Savings,Access Bank,,Permanent,,38.0,,Ogun,
3332,8a858f375b493337015b4960fac31fe7,Savings,GT Bank,,Permanent,,36.0,Okunola,Lagos,Alimosho
3333,8a858e315cf48957015cf7f6197920b0,Savings,Access Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
3334,8a858f1955b1c4df0155c530d4954f0f,Other,GT Bank,,Permanent,,44.0,Agaloke,Oyo,Ido
3335,8a858ea555d9e6020155de8c81a63a1d,Other,EcoBank,,Permanent,,35.0,Ajah,Lagos,Eti Osa
3336,8a858f275591bf5d01559733c8767113,Other,GT Bank,,Self-Employed,,35.0,,Lagos,Ikeja
